gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000073614,KDM5A,lysine demethylase 5A,12p13.33,protein_coding,3,555,0.54,360,16508,2.18,494,8,1.62,50,10.12,5,Cancer Gene Census
ENSG00000073803,MAP3K13,mitogen-activated protein kinase kinase kinase 13,3q27.2,protein_coding,3,555,0.54,250,16508,1.51,494,32,6.48,17,3.44,3,Cancer Gene Census
ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,1p36.13,protein_coding,3,555,0.54,276,16508,1.67,494,1,0.2,38,7.69,4,Cancer Gene Census
ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,8p11.23,protein_coding,3,555,0.54,234,16508,1.42,494,50,10.12,157,31.78,3,Cancer Gene Census
ENSG00000078177,N4BP2,NEDD4 binding protein 2,4p14,protein_coding,3,555,0.54,305,16508,1.85,494,6,1.21,34,6.88,4,Cancer Gene Census
ENSG00000079805,DNM2,dynamin 2,19p13.2,protein_coding,3,555,0.54,286,16508,1.73,494,6,1.21,18,3.64,3,Cancer Gene Census
ENSG00000083168,KAT6A,lysine acetyltransferase 6A,8p11.21,protein_coding,3,555,0.54,419,16508,2.54,494,43,8.7,149,30.16,6,Cancer Gene Census
ENSG00000091483,FH,fumarate hydratase,1q43,protein_coding,3,555,0.54,130,16508,0.79,494,20,4.05,22,4.45,3,Cancer Gene Census
ENSG00000095002,MSH2,mutS homolog 2,"2p21, 2p16.3",protein_coding,3,555,0.54,206,16508,1.25,494,9,1.82,24,4.86,3,Cancer Gene Census
ENSG00000100105,PATZ1,POZ/BTB and AT hook containing zinc finger 1,22q12.2,protein_coding,3,555,0.54,160,16508,0.97,494,1,0.2,43,8.7,3,Cancer Gene Census
ENSG00000100311,PDGFB,platelet derived growth factor subunit B,22q13.1,protein_coding,3,555,0.54,85,16508,0.51,494,1,0.2,37,7.49,3,Cancer Gene Census
ENSG00000100503,NIN,ninein,14q22.1,protein_coding,3,555,0.54,385,16508,2.33,494,11,2.23,17,3.44,5,Cancer Gene Census
ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,14q23.2,protein_coding,3,555,0.54,177,16508,1.07,494,8,1.62,28,5.67,4,Cancer Gene Census
ENSG00000100697,DICER1,"dicer 1, ribonuclease III",14q32.13,protein_coding,3,555,0.54,386,16508,2.34,494,3,0.61,29,5.87,3,Cancer Gene Census
ENSG00000101115,SALL4,spalt like transcription factor 4,20q13.2,protein_coding,3,555,0.54,374,16508,2.27,494,22,4.45,4,0.81,4,Cancer Gene Census
ENSG00000102974,CTCF,CCCTC-binding factor,16q22.1,protein_coding,3,555,0.54,419,16508,2.54,494,6,1.21,119,24.09,3,Cancer Gene Census
ENSG00000104320,NBN,nibrin,8q21.3,protein_coding,3,555,0.54,191,16508,1.16,494,119,24.09,5,1.01,4,Cancer Gene Census
ENSG00000104517,UBR5,ubiquitin protein ligase E3 component n-recognin 5,8q22.3,protein_coding,3,555,0.54,560,16508,3.39,494,121,24.49,2,0.4,5,Cancer Gene Census
ENSG00000105639,JAK3,Janus kinase 3,19p13.11,protein_coding,3,555,0.54,281,16508,1.7,494,7,1.42,11,2.23,3,Cancer Gene Census
ENSG00000105662,CRTC1,CREB regulated transcription coactivator 1,19p13.11,protein_coding,3,555,0.54,158,16508,0.96,494,6,1.21,12,2.43,3,Cancer Gene Census
ENSG00000107929,LARP4B,La ribonucleoprotein 4B,10p15.3,protein_coding,3,555,0.54,268,16508,1.62,494,9,1.82,31,6.28,3,Cancer Gene Census
ENSG00000108654,DDX5,DEAD-box helicase 5,17q23.3,protein_coding,3,555,0.54,164,16508,0.99,494,14,2.83,12,2.43,3,Cancer Gene Census
ENSG00000108946,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,17q24.2,protein_coding,3,555,0.54,96,16508,0.58,494,13,2.63,15,3.04,3,Cancer Gene Census
ENSG00000109906,ZBTB16,zinc finger and BTB domain containing 16,11q23.2,protein_coding,3,555,0.54,226,16508,1.37,494,16,3.24,54,10.93,3,Cancer Gene Census
ENSG00000110619,CARS1,cysteinyl-tRNA synthetase 1,11p15.4,protein_coding,3,555,0.54,186,16508,1.13,494,14,2.83,21,4.25,3,Cancer Gene Census
ENSG00000111087,GLI1,GLI family zinc finger 1,12q13.3,protein_coding,3,555,0.54,328,16508,1.99,494,17,3.44,14,2.83,3,Cancer Gene Census
ENSG00000113263,ITK,IL2 inducible T cell kinase,5q33.3,protein_coding,3,555,0.54,239,16508,1.45,494,17,3.44,14,2.83,3,Cancer Gene Census
ENSG00000116062,MSH6,mutS homolog 6,2p16.3,protein_coding,3,555,0.54,318,16508,1.93,494,9,1.82,24,4.86,5,Cancer Gene Census
ENSG00000116731,PRDM2,PR/SET domain 2,1p36.21,protein_coding,3,555,0.54,333,16508,2.02,494,2,0.4,40,8.1,4,Cancer Gene Census
ENSG00000119866,BCL11A,BAF chromatin remodeling complex subunit BCL11A,2p16.1,protein_coding,3,555,0.54,384,16508,2.33,494,7,1.42,26,5.26,5,Cancer Gene Census
ENSG00000120457,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,11q24.3,protein_coding,3,555,0.54,160,16508,0.97,494,21,4.25,24,4.86,3,Cancer Gene Census
ENSG00000121989,ACVR2A,activin A receptor type 2A,"2q22.3, 2q23.1",protein_coding,3,555,0.54,377,16508,2.28,494,3,0.61,72,14.57,4,Cancer Gene Census
ENSG00000127152,BCL11B,BAF chromatin remodeling complex subunit BCL11B,14q32.2,protein_coding,3,555,0.54,352,16508,2.13,494,4,0.81,28,5.67,4,Cancer Gene Census
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",19p13.2,protein_coding,3,555,0.54,583,16508,3.53,494,7,1.42,20,4.05,5,Cancer Gene Census
ENSG00000128191,DGCR8,DGCR8 microprocessor complex subunit,22q11.21,protein_coding,3,555,0.54,181,16508,1.1,494,2,0.4,41,8.3,4,Cancer Gene Census
ENSG00000129204,USP6,ubiquitin specific peptidase 6,17p13.2,protein_coding,3,555,0.54,348,16508,2.11,494,4,0.81,98,19.84,4,Cancer Gene Census
ENSG00000133703,KRAS,"KRAS proto-oncogene, GTPase",12p12.1,protein_coding,3,555,0.54,1763,16508,10.68,494,12,2.43,58,11.74,3,Cancer Gene Census
ENSG00000134086,VHL,von Hippel-Lindau tumor suppressor,3p25.3,protein_coding,3,555,0.54,394,16508,2.39,494,12,2.43,31,6.28,3,Cancer Gene Census
ENSG00000134371,CDC73,cell division cycle 73,1q31.2,protein_coding,3,555,0.54,183,16508,1.11,494,21,4.25,15,3.04,3,Cancer Gene Census
ENSG00000134853,PDGFRA,platelet derived growth factor receptor alpha,4q12,protein_coding,3,555,0.54,444,16508,2.69,494,6,1.21,19,3.85,3,Cancer Gene Census
ENSG00000135100,HNF1A,HNF1 homeobox A,12q24.31,protein_coding,3,555,0.54,221,16508,1.34,494,26,5.26,22,4.45,3,Cancer Gene Census
ENSG00000136492,BRIP1,BRCA1 interacting protein C-terminal helicase 1,17q23.2,protein_coding,3,555,0.54,275,16508,1.67,494,17,3.44,9,1.82,3,Cancer Gene Census
ENSG00000136504,KAT7,lysine acetyltransferase 7,17q21.33,protein_coding,3,555,0.54,149,16508,0.9,494,10,2.02,11,2.23,3,Cancer Gene Census
ENSG00000138115,CYP2C8,cytochrome P450 family 2 subfamily C member 8,10q23.33,protein_coding,3,555,0.54,176,16508,1.07,494,6,1.21,61,12.35,3,Cancer Gene Census
ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,2q35,protein_coding,3,555,0.54,158,16508,0.96,494,6,1.21,15,3.04,4,Cancer Gene Census
ENSG00000140464,PML,PML nuclear body scaffold,15q24.1,protein_coding,3,555,0.54,263,16508,1.59,494,3,0.61,30,6.07,3,Cancer Gene Census
ENSG00000140538,NTRK3,neurotrophic receptor tyrosine kinase 3,15q25.3,protein_coding,3,555,0.54,506,16508,3.07,494,6,1.21,16,3.24,3,Cancer Gene Census
ENSG00000141367,CLTC,clathrin heavy chain,17q23.1,protein_coding,3,555,0.54,301,16508,1.82,494,12,2.43,17,3.44,5,Cancer Gene Census
ENSG00000141968,VAV1,vav guanine nucleotide exchange factor 1,19p13.3,protein_coding,3,555,0.54,277,16508,1.68,494,7,1.42,23,4.66,3,Cancer Gene Census
ENSG00000142208,AKT1,AKT serine/threonine kinase 1,14q32.33,protein_coding,3,555,0.54,176,16508,1.07,494,8,1.62,25,5.06,2,Cancer Gene Census
ENSG00000144476,ACKR3,atypical chemokine receptor 3,2q37.3,protein_coding,3,555,0.54,153,16508,0.93,494,3,0.61,23,4.66,3,Cancer Gene Census
ENSG00000145012,LPP,LIM domain containing preferred translocation partner in lipoma,"3q27.3, 3q28",protein_coding,3,555,0.54,211,16508,1.28,494,35,7.09,20,4.05,3,Cancer Gene Census
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,5q13.1,protein_coding,3,555,0.54,577,16508,3.5,494,3,0.61,89,18.02,3,Cancer Gene Census
ENSG00000147548,NSD3,nuclear receptor binding SET domain protein 3,8p11.23,protein_coding,3,555,0.54,297,16508,1.8,494,50,10.12,157,31.78,3,Cancer Gene Census
ENSG00000147655,RSPO2,R-spondin 2,8q23.1,protein_coding,3,555,0.54,138,16508,0.84,494,122,24.7,8,1.62,4,Cancer Gene Census
ENSG00000152217,SETBP1,SET binding protein 1,18q12.3,protein_coding,3,555,0.54,534,16508,3.23,494,5,1.01,91,18.42,4,Cancer Gene Census
ENSG00000154767,XPC,"XPC complex subunit, DNA damage recognition and repair factor",3p25.1,protein_coding,3,555,0.54,144,16508,0.87,494,15,3.04,12,2.43,3,Cancer Gene Census
ENSG00000157404,KIT,"KIT proto-oncogene, receptor tyrosine kinase",4q12,protein_coding,3,555,0.54,338,16508,2.05,494,8,1.62,20,4.05,3,Cancer Gene Census
ENSG00000157765,SLC34A2,solute carrier family 34 member 2,4p15.2,protein_coding,3,555,0.54,258,16508,1.56,494,6,1.21,35,7.09,3,Cancer Gene Census
ENSG00000162733,DDR2,discoidin domain receptor tyrosine kinase 2,1q23.3,protein_coding,3,555,0.54,269,16508,1.63,494,20,4.05,15,3.04,4,Cancer Gene Census
ENSG00000162775,RBM15,RNA binding motif protein 15,1p13.3,protein_coding,3,555,0.54,221,16508,1.34,494,4,0.81,37,7.49,3,Cancer Gene Census
ENSG00000163026,WDCP,WD repeat and coiled coil containing,2p23.3,protein_coding,3,555,0.54,129,16508,0.78,494,13,2.63,10,2.02,3,Cancer Gene Census
ENSG00000163939,PBRM1,polybromo 1,3p21.1,protein_coding,3,555,0.54,580,16508,3.51,494,13,2.63,19,3.85,4,Cancer Gene Census
ENSG00000164754,RAD21,RAD21 cohesin complex component,8q24.11,protein_coding,3,555,0.54,197,16508,1.19,494,122,24.7,6,1.21,3,Cancer Gene Census
ENSG00000165699,TSC1,TSC complex subunit 1,9q34.13,protein_coding,3,555,0.54,273,16508,1.65,494,37,7.49,9,1.82,3,Cancer Gene Census
ENSG00000166888,STAT6,signal transducer and activator of transcription 6,12q13.3,protein_coding,3,555,0.54,166,16508,1.01,494,17,3.44,9,1.82,3,Cancer Gene Census
ENSG00000168542,COL3A1,collagen type III alpha 1 chain,2q32.2,protein_coding,3,555,0.54,587,16508,3.56,494,7,1.42,19,3.85,3,Cancer Gene Census
ENSG00000168646,AXIN2,axin 2,17q24.1,protein_coding,3,555,0.54,250,16508,1.51,494,13,2.63,13,2.63,5,Cancer Gene Census
ENSG00000169083,AR,androgen receptor,Xq12,protein_coding,3,555,0.54,343,16508,2.08,494,0,0.0,0,0.0,3,Cancer Gene Census
ENSG00000169184,MN1,"MN1 proto-oncogene, transcriptional regulator",22q12.1,protein_coding,3,555,0.54,294,16508,1.78,494,0,0.0,49,9.92,3,Cancer Gene Census
ENSG00000170577,SIX2,SIX homeobox 2,2p21,protein_coding,3,555,0.54,110,16508,0.67,494,8,1.62,30,6.07,4,Cancer Gene Census
ENSG00000171094,ALK,ALK receptor tyrosine kinase,"2p23.2, 2p23.1",protein_coding,3,555,0.54,491,16508,2.97,494,11,2.23,12,2.43,3,Cancer Gene Census
ENSG00000171456,ASXL1,ASXL transcriptional regulator 1,20q11.21,protein_coding,3,555,0.54,405,16508,2.45,494,18,3.64,10,2.02,4,Cancer Gene Census
ENSG00000172493,AFF1,AF4/FMR2 family member 1,"4q21.3, 4q22.1",protein_coding,3,555,0.54,272,16508,1.65,494,12,2.43,18,3.64,3,Cancer Gene Census
ENSG00000174469,CNTNAP2,contactin associated protein 2,"7q35, 7q36.1",protein_coding,3,555,0.54,819,16508,4.96,494,48,9.72,9,1.82,3,Cancer Gene Census
ENSG00000175054,ATR,ATR serine/threonine kinase,3q23,protein_coding,3,555,0.54,496,16508,3.0,494,45,9.11,7,1.42,3,Cancer Gene Census
ENSG00000179750,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,22q13.1,protein_coding,3,555,0.54,101,16508,0.61,494,1,0.2,34,6.88,3,Cancer Gene Census
ENSG00000182944,EWSR1,EWS RNA binding protein 1,22q12.2,protein_coding,3,555,0.54,163,16508,0.99,494,0,0.0,47,9.51,3,Cancer Gene Census
ENSG00000183337,BCOR,BCL6 corepressor,Xp11.4,protein_coding,3,555,0.54,492,16508,2.98,494,0,0.0,0,0.0,3,Cancer Gene Census
ENSG00000184937,WT1,WT1 transcription factor,11p13,protein_coding,3,555,0.54,329,16508,1.99,494,12,2.43,18,3.64,5,Cancer Gene Census
ENSG00000185177,ZNF479,zinc finger protein 479,7p11.2,protein_coding,3,555,0.54,389,16508,2.36,494,59,11.94,6,1.21,3,Cancer Gene Census
ENSG00000185630,PBX1,PBX homeobox 1,1q23.3,protein_coding,3,555,0.54,184,16508,1.11,494,19,3.85,20,4.05,3,Cancer Gene Census
ENSG00000186716,BCR,BCR activator of RhoGEF and GTPase,22q11.23,protein_coding,3,555,0.54,275,16508,1.67,494,3,0.61,37,7.49,3,Cancer Gene Census
ENSG00000196092,PAX5,paired box 5,9p13.2,protein_coding,3,555,0.54,252,16508,1.53,494,20,4.05,12,2.43,3,Cancer Gene Census
ENSG00000196531,NACA,nascent polypeptide associated complex subunit alpha,12q13.3,protein_coding,3,555,0.54,341,16508,2.07,494,17,3.44,11,2.23,4,Cancer Gene Census
ENSG00000197535,MYO5A,myosin VA,15q21.2,protein_coding,3,555,0.54,366,16508,2.22,494,1,0.2,34,6.88,4,Cancer Gene Census
ENSG00000198604,BAZ1A,bromodomain adjacent to zinc finger domain 1A,"14q13.1, 14q13.2",protein_coding,3,555,0.54,270,16508,1.64,494,11,2.23,15,3.04,3,Cancer Gene Census
ENSG00000198625,MDM4,MDM4 regulator of p53,1q32.1,protein_coding,3,555,0.54,119,16508,0.72,494,26,5.26,4,0.81,3,Cancer Gene Census
ENSG00000257923,CUX1,cut like homeobox 1,7q22.1,protein_coding,3,555,0.54,491,16508,2.97,494,56,11.34,13,2.63,4,Cancer Gene Census
ENSG00000275023,MLLT6,"MLLT6, PHD finger containing",17q12,protein_coding,3,555,0.54,212,16508,1.28,494,6,1.21,28,5.67,4,Cancer Gene Census
ENSG00000002834,LASP1,LIM and SH3 protein 1,17q12,protein_coding,2,555,0.36,75,16508,0.45,494,6,1.21,27,5.47,2,Cancer Gene Census
ENSG00000007312,CD79B,CD79b molecule,17q23.3,protein_coding,2,555,0.36,68,16508,0.41,494,14,2.83,12,2.43,2,Cancer Gene Census
ENSG00000012048,BRCA1,BRCA1 DNA repair associated,17q21.31,protein_coding,2,555,0.36,367,16508,2.22,494,5,1.01,46,9.31,3,Cancer Gene Census
ENSG00000039068,CDH1,cadherin 1,16q22.1,protein_coding,2,555,0.36,406,16508,2.46,494,6,1.21,128,25.91,2,Cancer Gene Census
ENSG00000040731,CDH10,cadherin 10,"5p14.2, 5p14.1",protein_coding,2,555,0.36,736,16508,4.46,494,24,4.86,12,2.43,3,Cancer Gene Census
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3,1p34.3,protein_coding,2,555,0.36,230,16508,1.39,494,0,0.0,29,5.87,2,Cancer Gene Census
ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit",19q13.33,protein_coding,2,555,0.36,252,16508,1.53,494,7,1.42,13,2.63,3,Cancer Gene Census
ENSG00000066455,GOLGA5,golgin A5,14q32.12,protein_coding,2,555,0.36,146,16508,0.88,494,8,1.62,32,6.48,2,Cancer Gene Census
ENSG00000067560,RHOA,ras homolog family member A,3p21.31,protein_coding,2,555,0.36,143,16508,0.87,494,15,3.04,16,3.24,1,Cancer Gene Census
ENSG00000076242,MLH1,mutL homolog 1,3p22.2,protein_coding,2,555,0.36,200,16508,1.21,494,14,2.83,8,1.62,2,Cancer Gene Census
ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II","10q24.32, 10q24.33",protein_coding,2,555,0.36,110,16508,0.67,494,8,1.62,62,12.55,2,Cancer Gene Census
ENSG00000078403,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,10p12.31,protein_coding,2,555,0.36,238,16508,1.44,494,7,1.42,26,5.26,2,Cancer Gene Census
ENSG00000078674,PCM1,pericentriolar material 1,8p22,protein_coding,2,555,0.36,231,16508,1.4,494,10,2.02,255,51.62,2,Cancer Gene Census
ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1,14q32.31,protein_coding,2,555,0.36,190,16508,1.15,494,8,1.62,25,5.06,2,Cancer Gene Census
ENSG00000083093,PALB2,partner and localizer of BRCA2,16p12.2,protein_coding,2,555,0.36,234,16508,1.42,494,17,3.44,16,3.24,2,Cancer Gene Census
ENSG00000084676,NCOA1,nuclear receptor coactivator 1,2p23.3,protein_coding,2,555,0.36,288,16508,1.74,494,12,2.43,11,2.23,2,Cancer Gene Census
ENSG00000091831,ESR1,estrogen receptor 1,"6q25.1, 6q25.2",protein_coding,2,555,0.36,228,16508,1.38,494,3,0.61,28,5.67,2,Cancer Gene Census
ENSG00000100815,TRIP11,thyroid hormone receptor interactor 11,14q32.12,protein_coding,2,555,0.36,315,16508,1.91,494,8,1.62,34,6.88,5,Cancer Gene Census
ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,20q13.2,protein_coding,2,555,0.36,327,16508,1.98,494,22,4.45,3,0.61,2,Cancer Gene Census
ENSG00000101972,STAG2,stromal antigen 2,Xq25,protein_coding,2,555,0.36,400,16508,2.42,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000102034,ELF4,E74 like ETS transcription factor 4,Xq26.1,protein_coding,2,555,0.36,175,16508,1.06,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000105369,CD79A,CD79a molecule,19q13.2,protein_coding,2,555,0.36,70,16508,0.42,494,5,1.01,24,4.86,2,Cancer Gene Census
ENSG00000107779,BMPR1A,bone morphogenetic protein receptor type 1A,10q23.2,protein_coding,2,555,0.36,116,16508,0.7,494,8,1.62,96,19.43,2,Cancer Gene Census
ENSG00000107807,TLX1,T cell leukemia homeobox 1,10q24.31,protein_coding,2,555,0.36,67,16508,0.41,494,7,1.42,63,12.75,2,Cancer Gene Census
ENSG00000107882,SUFU,SUFU negative regulator of hedgehog signaling,10q24.32,protein_coding,2,555,0.36,127,16508,0.77,494,8,1.62,58,11.74,2,Cancer Gene Census
ENSG00000110367,DDX6,DEAD-box helicase 6,11q23.3,protein_coding,2,555,0.36,82,16508,0.5,494,19,3.85,42,8.5,2,Cancer Gene Census
ENSG00000110713,NUP98,nucleoporin 98 and 96 precursor,11p15.4,protein_coding,2,555,0.36,327,16508,1.98,494,14,2.83,20,4.05,3,Cancer Gene Census
ENSG00000111252,SH2B3,SH2B adaptor protein 3,12q24.12,protein_coding,2,555,0.36,110,16508,0.67,494,25,5.06,21,4.25,2,Cancer Gene Census
ENSG00000113594,LIFR,LIF receptor subunit alpha,5p13.1,protein_coding,2,555,0.36,330,16508,2.0,494,21,4.25,12,2.43,2,Cancer Gene Census
ENSG00000113721,PDGFRB,platelet derived growth factor receptor beta,5q32,protein_coding,2,555,0.36,264,16508,1.6,494,11,2.23,15,3.04,2,Cancer Gene Census
ENSG00000116128,BCL9,BCL9 transcription coactivator,1q21.2,protein_coding,2,555,0.36,340,16508,2.06,494,24,4.86,4,0.81,3,Cancer Gene Census
ENSG00000118513,MYB,"MYB proto-oncogene, transcription factor",6q23.3,protein_coding,2,555,0.36,209,16508,1.27,494,2,0.4,30,6.07,2,Cancer Gene Census
ENSG00000118689,FOXO3,forkhead box O3,6q21,protein_coding,2,555,0.36,125,16508,0.76,494,2,0.4,138,27.94,2,Cancer Gene Census
ENSG00000119335,SET,SET nuclear proto-oncogene,9q34.11,protein_coding,2,555,0.36,78,16508,0.47,494,41,8.3,8,1.62,2,Cancer Gene Census
ENSG00000122512,PMS2,"PMS1 homolog 2, mismatch repair system component",7p22.1,protein_coding,2,555,0.36,222,16508,1.34,494,55,11.13,7,1.42,2,Cancer Gene Census
ENSG00000122642,FKBP9,FKBP prolyl isomerase 9,7p14.3,protein_coding,2,555,0.36,153,16508,0.93,494,63,12.75,2,0.4,2,Cancer Gene Census
ENSG00000122778,KIAA1549,KIAA1549,7q34,protein_coding,2,555,0.36,469,16508,2.84,494,53,10.73,9,1.82,2,Cancer Gene Census
ENSG00000123473,STIL,STIL centriolar assembly protein,1p33,protein_coding,2,555,0.36,247,16508,1.5,494,0,0.0,37,7.49,2,Cancer Gene Census
ENSG00000124181,PLCG1,phospholipase C gamma 1,20q12,protein_coding,2,555,0.36,255,16508,1.54,494,15,3.04,11,2.23,2,Cancer Gene Census
ENSG00000126353,CCR7,C-C motif chemokine receptor 7,17q21.2,protein_coding,2,555,0.36,94,16508,0.57,494,2,0.4,33,6.68,3,Cancer Gene Census
ENSG00000126778,SIX1,SIX homeobox 1,14q23.1,protein_coding,2,555,0.36,104,16508,0.63,494,9,1.82,30,6.07,2,Cancer Gene Census
ENSG00000127946,HIP1,huntingtin interacting protein 1,7q11.23,protein_coding,2,555,0.36,227,16508,1.38,494,59,11.94,1,0.2,2,Cancer Gene Census
ENSG00000128487,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,17p11.2,protein_coding,2,555,0.36,284,16508,1.72,494,11,2.23,41,8.3,2,Cancer Gene Census
ENSG00000128513,POT1,protection of telomeres 1,7q31.33,protein_coding,2,555,0.36,208,16508,1.26,494,48,9.72,18,3.64,2,Cancer Gene Census
ENSG00000128944,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,15q15.1,protein_coding,2,555,0.36,121,16508,0.73,494,6,1.21,45,9.11,2,Cancer Gene Census
ENSG00000130382,MLLT1,MLLT1 super elongation complex subunit,19p13.3,protein_coding,2,555,0.36,126,16508,0.76,494,8,1.62,24,4.86,3,Cancer Gene Census
ENSG00000130675,MNX1,motor neuron and pancreas homeobox 1,7q36.3,protein_coding,2,555,0.36,78,16508,0.47,494,44,8.91,14,2.83,2,Cancer Gene Census
ENSG00000130779,CLIP1,CAP-Gly domain containing linker protein 1,12q24.31,protein_coding,2,555,0.36,266,16508,1.61,494,22,4.45,26,5.26,2,Cancer Gene Census
ENSG00000131653,TRAF7,TNF receptor associated factor 7,16p13.3,protein_coding,2,555,0.36,152,16508,0.92,494,23,4.66,13,2.63,3,Cancer Gene Census
ENSG00000132155,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",3p25.2,protein_coding,2,555,0.36,144,16508,0.87,494,15,3.04,15,3.04,2,Cancer Gene Census
ENSG00000133124,IRS4,insulin receptor substrate 4,Xq22.3,protein_coding,2,555,0.36,459,16508,2.78,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000134323,MYCN,"MYCN proto-oncogene, bHLH transcription factor",2p24.3,protein_coding,2,555,0.36,180,16508,1.09,494,9,1.82,12,2.43,3,Cancer Gene Census
ENSG00000135605,TEC,transient erythroblastopenia of childhood,"4p12, 4p11",protein_coding,2,555,0.36,146,16508,0.88,494,5,1.01,26,5.26,2,Cancer Gene Census
ENSG00000135903,PAX3,paired box 3,2q36.1,protein_coding,2,555,0.36,232,16508,1.41,494,3,0.61,19,3.85,2,Cancer Gene Census
ENSG00000136167,LCP1,lymphocyte cytosolic protein 1,13q14.13,protein_coding,2,555,0.36,163,16508,0.99,494,4,0.81,206,41.7,2,Cancer Gene Census
ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",8q24.21,protein_coding,2,555,0.36,177,16508,1.07,494,125,25.3,2,0.4,2,Cancer Gene Census
ENSG00000138448,ITGAV,integrin subunit alpha V,2q32.1,protein_coding,2,555,0.36,262,16508,1.59,494,7,1.42,27,5.47,2,Cancer Gene Census
ENSG00000138592,USP8,ubiquitin specific peptidase 8,15q21.2,protein_coding,2,555,0.36,199,16508,1.21,494,4,0.81,37,7.49,2,Cancer Gene Census
ENSG00000140396,NCOA2,nuclear receptor coactivator 2,8q13.3,protein_coding,2,555,0.36,308,16508,1.87,494,114,23.08,2,0.4,4,Cancer Gene Census
ENSG00000143252,SDHC,succinate dehydrogenase complex subunit C,1q23.3,protein_coding,2,555,0.36,52,16508,0.31,494,21,4.25,20,4.05,2,Cancer Gene Census
ENSG00000143379,SETDB1,SET domain bifurcated histone lysine methyltransferase 1,1q21.3,protein_coding,2,555,0.36,297,16508,1.8,494,32,6.48,3,0.61,2,Cancer Gene Census
ENSG00000143437,ARNT,aryl hydrocarbon receptor nuclear translocator,1q21.3,protein_coding,2,555,0.36,163,16508,0.99,494,32,6.48,3,0.61,2,Cancer Gene Census
ENSG00000143549,TPM3,tropomyosin 3,1q21.3,protein_coding,2,555,0.36,116,16508,0.7,494,33,6.68,2,0.4,2,Cancer Gene Census
ENSG00000144554,FANCD2,FA complementation group D2,3p25.3,protein_coding,2,555,0.36,272,16508,1.65,494,12,2.43,31,6.28,2,Cancer Gene Census
ENSG00000146232,NFKBIE,NFKB inhibitor epsilon,6p21.1,protein_coding,2,555,0.36,79,16508,0.48,494,9,1.82,17,3.44,2,Cancer Gene Census
ENSG00000147065,MSN,moesin,Xq12,protein_coding,2,555,0.36,177,16508,1.07,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000147140,NONO,non-POU domain containing octamer binding,Xq13.1,protein_coding,2,555,0.36,148,16508,0.9,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000147403,RPL10,ribosomal protein L10,Xq28,protein_coding,2,555,0.36,127,16508,0.77,494,0,0.0,0,0.0,2,Cancer Gene Census
ENSG00000147862,NFIB,nuclear factor I B,"9p23, 9p22.3",protein_coding,2,555,0.36,164,16508,0.99,494,16,3.24,31,6.28,2,Cancer Gene Census
ENSG00000148737,TCF7L2,transcription factor 7 like 2,"10q25.2, 10q25.3",protein_coding,2,555,0.36,301,16508,1.82,494,9,1.82,41,8.3,2,Cancer Gene Census
ENSG00000151348,EXT2,exostosin glycosyltransferase 2,11p11.2,protein_coding,2,555,0.36,158,16508,0.96,494,13,2.63,29,5.87,2,Cancer Gene Census
ENSG00000152942,RAD17,RAD17 checkpoint clamp loader component,5q13.2,protein_coding,2,555,0.36,126,16508,0.76,494,3,0.61,90,18.22,3,Cancer Gene Census
ENSG00000153944,MSI2,musashi RNA binding protein 2,17q22,protein_coding,2,555,0.36,119,16508,0.72,494,11,2.23,21,4.25,2,Cancer Gene Census
