gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000113594,LIFR,LIF receptor subunit alpha,5p13.1,protein_coding,14,1296,1.08,330,16508,2.0,1100,307,27.91,72,6.55,13,Cancer Gene Census
ENSG00000114423,CBLB,Cbl proto-oncogene B,3q13.11,protein_coding,14,1296,1.08,270,16508,1.64,1100,208,18.91,77,7.0,16,Cancer Gene Census
ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,6q23.3,protein_coding,14,1296,1.08,178,16508,1.08,1100,167,15.18,262,23.82,14,Cancer Gene Census
ENSG00000122512,PMS2,"PMS1 homolog 2, mismatch repair system component",7p22.1,protein_coding,14,1296,1.08,222,16508,1.34,1100,308,28.0,89,8.09,15,Cancer Gene Census
ENSG00000141367,CLTC,clathrin heavy chain,17q23.1,protein_coding,14,1296,1.08,301,16508,1.82,1100,393,35.73,116,10.55,18,Cancer Gene Census
ENSG00000147548,NSD3,nuclear receptor binding SET domain protein 3,8p11.23,protein_coding,14,1296,1.08,297,16508,1.8,1100,376,34.18,238,21.64,16,Cancer Gene Census
ENSG00000148516,ZEB1,zinc finger E-box binding homeobox 1,10p11.22,protein_coding,14,1296,1.08,390,16508,2.36,1100,220,20.0,120,10.91,14,Cancer Gene Census
ENSG00000162434,JAK1,Janus kinase 1,1p31.3,protein_coding,14,1296,1.08,373,16508,2.26,1100,138,12.55,267,24.27,15,Cancer Gene Census
ENSG00000162733,DDR2,discoidin domain receptor tyrosine kinase 2,1q23.3,protein_coding,14,1296,1.08,269,16508,1.63,1100,755,68.64,15,1.36,15,Cancer Gene Census
ENSG00000163629,PTPN13,protein tyrosine phosphatase non-receptor type 13,4q21.3,protein_coding,14,1296,1.08,445,16508,2.7,1100,103,9.36,235,21.36,19,Cancer Gene Census
ENSG00000165392,WRN,WRN RecQ like helicase,8p12,protein_coding,14,1296,1.08,264,16508,1.6,1100,163,14.82,481,43.73,15,Cancer Gene Census
ENSG00000166501,PRKCB,protein kinase C beta,"16p12.2, 16p12.1",protein_coding,14,1296,1.08,348,16508,2.11,1100,489,44.45,54,4.91,15,Cancer Gene Census
ENSG00000168610,STAT3,signal transducer and activator of transcription 3,17q21.2,protein_coding,14,1296,1.08,215,16508,1.3,1100,206,18.73,290,26.36,13,Cancer Gene Census
ENSG00000172493,AFF1,AF4/FMR2 family member 1,"4q21.3, 4q22.1",protein_coding,14,1296,1.08,272,16508,1.65,1100,103,9.36,234,21.27,15,Cancer Gene Census
ENSG00000177084,POLE,"DNA polymerase epsilon, catalytic subunit",12q24.33,protein_coding,14,1296,1.08,492,16508,2.98,1100,31,2.82,36,3.27,15,Cancer Gene Census
ENSG00000184384,MAML2,mastermind like transcriptional coactivator 2,11q21,protein_coding,14,1296,1.08,256,16508,1.55,1100,116,10.55,402,36.55,14,Cancer Gene Census
ENSG00000198795,ZNF521,zinc finger protein 521,18q11.2,protein_coding,14,1296,1.08,537,16508,3.25,1100,162,14.73,238,21.64,16,Cancer Gene Census
ENSG00000215301,DDX3X,DEAD-box helicase 3 X-linked,Xp11.4,protein_coding,14,1296,1.08,309,16508,1.87,1100,0,0.0,0,0.0,14,Cancer Gene Census
ENSG00000015285,WAS,WASP actin nucleation promoting factor,Xp11.23,protein_coding,13,1296,1.0,150,16508,0.91,1100,0,0.0,0,0.0,14,Cancer Gene Census
ENSG00000036257,CUL3,cullin 3,2q36.2,protein_coding,13,1296,1.0,250,16508,1.51,1100,95,8.64,195,17.73,13,Cancer Gene Census
ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,3q27.2,protein_coding,13,1296,1.0,185,16508,1.12,1100,271,24.64,48,4.36,14,Cancer Gene Census
ENSG00000099949,LZTR1,leucine zipper like transcription regulator 1,22q11.21,protein_coding,13,1296,1.0,276,16508,1.67,1100,119,10.82,379,34.45,12,Cancer Gene Census
ENSG00000100697,DICER1,"dicer 1, ribonuclease III",14q32.13,protein_coding,13,1296,1.0,386,16508,2.34,1100,85,7.73,248,22.55,14,Cancer Gene Census
ENSG00000116062,MSH6,mutS homolog 6,2p16.3,protein_coding,13,1296,1.0,318,16508,1.93,1100,174,15.82,102,9.27,15,Cancer Gene Census
ENSG00000118513,MYB,"MYB proto-oncogene, transcription factor",6q23.3,protein_coding,13,1296,1.0,209,16508,1.27,1100,171,15.55,263,23.91,13,Cancer Gene Census
ENSG00000121989,ACVR2A,activin A receptor type 2A,"2q22.3, 2q23.1",protein_coding,13,1296,1.0,377,16508,2.28,1100,93,8.45,178,16.18,11,Cancer Gene Census
ENSG00000134853,PDGFRA,platelet derived growth factor receptor alpha,4q12,protein_coding,13,1296,1.0,444,16508,2.69,1100,141,12.82,191,17.36,12,Cancer Gene Census
ENSG00000135333,EPHA7,EPH receptor A7,6q16.1,protein_coding,13,1296,1.0,422,16508,2.56,1100,151,13.73,318,28.91,13,Cancer Gene Census
ENSG00000144554,FANCD2,FA complementation group D2,3p25.3,protein_coding,13,1296,1.0,272,16508,1.65,1100,179,16.27,128,11.64,13,Cancer Gene Census
ENSG00000145012,LPP,LIM domain containing preferred translocation partner in lipoma,"3q27.3, 3q28",protein_coding,13,1296,1.0,211,16508,1.28,1100,277,25.18,58,5.27,13,Cancer Gene Census
ENSG00000163930,BAP1,BRCA1 associated protein 1,3p21.1,protein_coding,13,1296,1.0,333,16508,2.02,1100,76,6.91,279,25.36,13,Cancer Gene Census
ENSG00000182197,EXT1,exostosin glycosyltransferase 1,8q24.11,protein_coding,13,1296,1.0,215,16508,1.3,1100,625,56.82,29,2.64,14,Cancer Gene Census
ENSG00000185920,PTCH1,patched 1,9q22.32,protein_coding,13,1296,1.0,388,16508,2.35,1100,133,12.09,225,20.45,14,Cancer Gene Census
ENSG00000196914,ARHGEF12,Rho guanine nucleotide exchange factor 12,11q23.3,protein_coding,13,1296,1.0,306,16508,1.85,1100,83,7.55,479,43.55,16,Cancer Gene Census
ENSG00000204843,DCTN1,dynactin subunit 1,2p13.1,protein_coding,13,1296,1.0,275,16508,1.67,1100,165,15.0,109,9.91,15,Cancer Gene Census
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",3q22.3,protein_coding,12,1296,0.93,241,16508,1.46,1100,232,21.09,70,6.36,14,Cancer Gene Census
ENSG00000072364,AFF4,AF4/FMR2 family member 4,5q31.1,protein_coding,12,1296,0.93,241,16508,1.46,1100,167,15.18,192,17.45,12,Cancer Gene Census
ENSG00000073614,KDM5A,lysine demethylase 5A,12p13.33,protein_coding,12,1296,0.93,360,16508,2.18,1100,51,4.64,25,2.27,13,Cancer Gene Census
ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,1p36.13,protein_coding,12,1296,0.93,276,16508,1.67,1100,66,6.0,377,34.27,12,Cancer Gene Census
ENSG00000078674,PCM1,pericentriolar material 1,8p22,protein_coding,12,1296,0.93,231,16508,1.4,1100,139,12.64,520,47.27,12,Cancer Gene Census
ENSG00000079112,CDH17,cadherin 17,8q22.1,protein_coding,12,1296,0.93,264,16508,1.6,1100,619,56.27,24,2.18,12,Cancer Gene Census
ENSG00000081237,PTPRC,protein tyrosine phosphatase receptor type C,"1q31.3, 1q32.1",protein_coding,12,1296,0.93,491,16508,2.97,1100,771,70.09,19,1.73,13,Cancer Gene Census
ENSG00000082805,ERC1,ELKS/RAB6-interacting/CAST family member 1,12p13.33,protein_coding,12,1296,0.93,229,16508,1.39,1100,237,21.55,115,10.45,13,Cancer Gene Census
ENSG00000088038,CNOT3,CCR4-NOT transcription complex subunit 3,19q13.42,protein_coding,12,1296,0.93,220,16508,1.33,1100,256,23.27,94,8.55,11,Cancer Gene Census
ENSG00000107929,LARP4B,La ribonucleoprotein 4B,10p15.3,protein_coding,12,1296,0.93,268,16508,1.62,1100,268,24.36,109,9.91,13,Cancer Gene Census
ENSG00000113360,DROSHA,drosha ribonuclease III,5p13.3,protein_coding,12,1296,0.93,282,16508,1.71,1100,314,28.55,74,6.73,13,Cancer Gene Census
ENSG00000116016,EPAS1,endothelial PAS domain protein 1,2p21,protein_coding,12,1296,0.93,212,16508,1.28,1100,169,15.36,110,10.0,13,Cancer Gene Census
ENSG00000116731,PRDM2,PR/SET domain 2,1p36.21,protein_coding,12,1296,0.93,333,16508,2.02,1100,58,5.27,368,33.45,13,Cancer Gene Census
ENSG00000122778,KIAA1549,KIAA1549,7q34,protein_coding,12,1296,0.93,469,16508,2.84,1100,270,24.55,119,10.82,14,Cancer Gene Census
ENSG00000122779,TRIM24,tripartite motif containing 24,"7q33, 7q34",protein_coding,12,1296,0.93,236,16508,1.43,1100,270,24.55,119,10.82,12,Cancer Gene Census
ENSG00000126777,KTN1,kinectin 1,14q22.3,protein_coding,12,1296,0.93,214,16508,1.3,1100,158,14.36,208,18.91,12,Cancer Gene Census
ENSG00000127152,BCL11B,BAF chromatin remodeling complex subunit BCL11B,14q32.2,protein_coding,12,1296,0.93,352,16508,2.13,1100,93,8.45,242,22.0,13,Cancer Gene Census
ENSG00000157404,KIT,"KIT proto-oncogene, receptor tyrosine kinase",4q12,protein_coding,12,1296,0.93,338,16508,2.05,1100,141,12.82,190,17.27,13,Cancer Gene Census
ENSG00000168542,COL3A1,collagen type III alpha 1 chain,2q32.2,protein_coding,12,1296,0.93,587,16508,3.56,1100,127,11.55,148,13.45,13,Cancer Gene Census
ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,4q24,protein_coding,12,1296,0.93,335,16508,2.03,1100,99,9.0,247,22.45,12,Cancer Gene Census
ENSG00000175595,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",16p13.12,protein_coding,12,1296,0.93,198,16508,1.2,1100,501,45.55,49,4.45,15,Cancer Gene Census
ENSG00000184937,WT1,WT1 transcription factor,11p13,protein_coding,12,1296,0.93,329,16508,1.99,1100,200,18.18,137,12.45,12,Cancer Gene Census
ENSG00000187741,FANCA,FA complementation group A,16q24.3,protein_coding,12,1296,0.93,257,16508,1.56,1100,24,2.18,132,12.0,13,Cancer Gene Census
ENSG00000197013,ZNF429,zinc finger protein 429,19p12,protein_coding,12,1296,0.93,199,16508,1.21,1100,209,19.0,126,11.45,12,Cancer Gene Census
ENSG00000197323,TRIM33,tripartite motif containing 33,1p13.2,protein_coding,12,1296,0.93,213,16508,1.29,1100,159,14.45,231,21.0,13,Cancer Gene Census
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3,1p34.3,protein_coding,11,1296,0.85,230,16508,1.39,1100,132,12.0,262,23.82,12,Cancer Gene Census
ENSG00000064933,PMS1,"PMS1 homolog 1, mismatch repair system component",2q32.2,protein_coding,11,1296,0.85,183,16508,1.11,1100,123,11.18,148,13.45,11,Cancer Gene Census
ENSG00000070371,CLTCL1,clathrin heavy chain like 1,22q11.21,protein_coding,11,1296,0.85,315,16508,1.91,1100,111,10.09,365,33.18,11,Cancer Gene Census
ENSG00000079432,CIC,capicua transcriptional repressor,19q13.2,protein_coding,11,1296,0.85,464,16508,2.81,1100,210,19.09,122,11.09,11,Cancer Gene Census
ENSG00000096968,JAK2,Janus kinase 2,9p24.1,protein_coding,11,1296,0.85,291,16508,1.76,1100,169,15.36,266,24.18,11,Cancer Gene Census
ENSG00000103126,AXIN1,axin 1,16p13.3,protein_coding,11,1296,0.85,244,16508,1.48,1100,95,8.64,18,1.64,13,Cancer Gene Census
ENSG00000108375,RNF43,ring finger protein 43,17q22,protein_coding,11,1296,0.85,404,16508,2.45,1100,366,33.27,136,12.36,9,Cancer Gene Census
ENSG00000113263,ITK,IL2 inducible T cell kinase,5q33.3,protein_coding,11,1296,0.85,239,16508,1.45,1100,183,16.64,175,15.91,11,Cancer Gene Census
ENSG00000113721,PDGFRB,platelet derived growth factor receptor beta,5q32,protein_coding,11,1296,0.85,264,16508,1.6,1100,183,16.64,169,15.36,11,Cancer Gene Census
ENSG00000114861,FOXP1,forkhead box P1,3p13,protein_coding,11,1296,0.85,282,16508,1.71,1100,94,8.55,263,23.91,12,Cancer Gene Census
ENSG00000117020,AKT3,AKT serine/threonine kinase 3,"1q43, 1q44",protein_coding,11,1296,0.85,156,16508,0.94,1100,766,69.64,26,2.36,11,Cancer Gene Census
ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,2p23.3,protein_coding,11,1296,0.85,338,16508,2.05,1100,157,14.27,140,12.73,13,Cancer Gene Census
ENSG00000121289,CEP89,centrosomal protein 89,19q13.11,protein_coding,11,1296,0.85,178,16508,1.08,1100,251,22.82,93,8.45,11,Cancer Gene Census
ENSG00000126883,NUP214,nucleoporin 214,9q34.13,protein_coding,11,1296,0.85,360,16508,2.18,1100,135,12.27,205,18.64,12,Cancer Gene Census
ENSG00000133703,KRAS,"KRAS proto-oncogene, GTPase",12p12.1,protein_coding,11,1296,0.85,1763,16508,10.68,1100,224,20.36,94,8.55,7,Cancer Gene Census
ENSG00000134352,IL6ST,interleukin 6 signal transducer,5q11.2,protein_coding,11,1296,0.85,186,16508,1.13,1100,170,15.45,211,19.18,12,Cancer Gene Census
ENSG00000140262,TCF12,transcription factor 12,15q21.3,protein_coding,11,1296,0.85,191,16508,1.16,1100,74,6.73,264,24.0,10,Cancer Gene Census
ENSG00000140396,NCOA2,nuclear receptor coactivator 2,8q13.3,protein_coding,11,1296,0.85,308,16508,1.87,1100,554,50.36,39,3.55,13,Cancer Gene Census
ENSG00000140521,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,protein_coding,11,1296,0.85,226,16508,1.37,1100,140,12.73,199,18.09,11,Cancer Gene Census
ENSG00000141646,SMAD4,SMAD family member 4,18q21.2,protein_coding,11,1296,0.85,386,16508,2.34,1100,137,12.45,295,26.82,11,Cancer Gene Census
ENSG00000145819,ARHGAP26,Rho GTPase activating protein 26,5q31.3,protein_coding,11,1296,0.85,204,16508,1.24,1100,186,16.91,171,15.55,11,Cancer Gene Census
ENSG00000147065,MSN,moesin,Xq12,protein_coding,11,1296,0.85,177,16508,1.07,1100,0,0.0,0,0.0,12,Cancer Gene Census
ENSG00000152894,PTPRK,protein tyrosine phosphatase receptor type K,6q22.33,protein_coding,11,1296,0.85,420,16508,2.54,1100,161,14.64,272,24.73,12,Cancer Gene Census
ENSG00000154767,XPC,"XPC complex subunit, DNA damage recognition and repair factor",3p25.1,protein_coding,11,1296,0.85,144,16508,0.87,1100,169,15.36,137,12.45,12,Cancer Gene Census
ENSG00000157168,NRG1,neuregulin 1,8p12,protein_coding,11,1296,0.85,449,16508,2.72,1100,181,16.45,454,41.27,11,Cancer Gene Census
ENSG00000163520,FBLN2,fibulin 2,3p25.1,protein_coding,11,1296,0.85,285,16508,1.73,1100,168,15.27,136,12.36,12,Cancer Gene Census
ENSG00000163939,PBRM1,polybromo 1,3p21.1,protein_coding,11,1296,0.85,580,16508,3.51,1100,77,7.0,278,25.27,12,Cancer Gene Census
ENSG00000164985,PSIP1,PC4 and SFRS1 interacting protein 1,9p22.3,protein_coding,11,1296,0.85,157,16508,0.95,1100,160,14.55,267,24.27,11,Cancer Gene Census
ENSG00000166888,STAT6,signal transducer and activator of transcription 6,12q13.3,protein_coding,11,1296,0.85,166,16508,1.01,1100,172,15.64,103,9.36,15,Cancer Gene Census
ENSG00000168172,HOOK3,hook microtubule tethering protein 3,8p11.21,protein_coding,11,1296,0.85,158,16508,0.96,1100,387,35.18,179,16.27,11,Cancer Gene Census
ENSG00000177565,TBL1XR1,TBL1X receptor 1,3q26.32,protein_coding,11,1296,0.85,194,16508,1.18,1100,277,25.18,39,3.55,11,Cancer Gene Census
ENSG00000179399,GPC5,glypican 5,13q31.3,protein_coding,11,1296,0.85,337,16508,2.04,1100,141,12.82,327,29.73,11,Cancer Gene Census
ENSG00000186174,BCL9L,BCL9 like,11q23.3,protein_coding,11,1296,0.85,348,16508,2.11,1100,90,8.18,473,43.0,11,Cancer Gene Census
ENSG00000006468,ETV1,ETS variant transcription factor 1,7p21.2,protein_coding,10,1296,0.77,230,16508,1.39,1100,312,28.36,85,7.73,10,Cancer Gene Census
ENSG00000044524,EPHA3,EPH receptor A3,3p11.1,protein_coding,10,1296,0.77,526,16508,3.19,1100,146,13.27,117,10.64,10,Cancer Gene Census
ENSG00000057657,PRDM1,PR/SET domain 1,6q21,protein_coding,10,1296,0.77,272,16508,1.65,1100,173,15.73,287,26.09,10,Cancer Gene Census
ENSG00000084676,NCOA1,nuclear receptor coactivator 1,2p23.3,protein_coding,10,1296,0.77,288,16508,1.74,1100,158,14.36,139,12.64,10,Cancer Gene Census
ENSG00000085832,EPS15,epidermal growth factor receptor pathway substrate 15,1p32.3,protein_coding,10,1296,0.77,184,16508,1.11,1100,143,13.0,251,22.82,11,Cancer Gene Census
ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1,6p21.1,protein_coding,10,1296,0.77,201,16508,1.22,1100,221,20.09,125,11.36,11,Cancer Gene Census
ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",9q34.12,protein_coding,10,1296,0.77,262,16508,1.59,1100,134,12.18,207,18.82,10,Cancer Gene Census
ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,20q13.2,protein_coding,10,1296,0.77,327,16508,1.98,1100,459,41.73,31,2.82,10,Cancer Gene Census
ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,19q13.41,protein_coding,10,1296,0.77,288,16508,1.74,1100,245,22.27,100,9.09,10,Cancer Gene Census
ENSG00000108654,DDX5,DEAD-box helicase 5,17q23.3,protein_coding,10,1296,0.77,164,16508,0.99,1100,394,35.82,109,9.91,10,Cancer Gene Census
ENSG00000108924,HLF,"HLF transcription factor, PAR bZIP family member",17q22,protein_coding,10,1296,0.77,107,16508,0.65,1100,338,30.73,157,14.27,10,Cancer Gene Census
ENSG00000110619,CARS1,cysteinyl-tRNA synthetase 1,11p15.4,protein_coding,10,1296,0.77,186,16508,1.13,1100,129,11.73,239,21.73,10,Cancer Gene Census
ENSG00000116132,PRRX1,paired related homeobox 1,1q24.2,protein_coding,10,1296,0.77,163,16508,0.99,1100,751,68.27,22,2.0,9,Cancer Gene Census
ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3,9q31.1,protein_coding,10,1296,0.77,162,16508,0.98,1100,131,11.91,231,21.0,10,Cancer Gene Census
ENSG00000119535,CSF3R,colony stimulating factor 3 receptor,1p34.3,protein_coding,10,1296,0.77,243,16508,1.47,1100,133,12.09,260,23.64,10,Cancer Gene Census
ENSG00000127946,HIP1,huntingtin interacting protein 1,7q11.23,protein_coding,10,1296,0.77,227,16508,1.38,1100,265,24.09,87,7.91,11,Cancer Gene Census
ENSG00000128602,SMO,"smoothened, frizzled class receptor",7q32.1,protein_coding,10,1296,0.77,199,16508,1.21,1100,267,24.27,115,10.45,10,Cancer Gene Census
ENSG00000134371,CDC73,cell division cycle 73,1q31.2,protein_coding,10,1296,0.77,183,16508,1.11,1100,769,69.91,17,1.55,11,Cancer Gene Census
ENSG00000139083,ETV6,ETS variant transcription factor 6,12p13.2,protein_coding,10,1296,0.77,233,16508,1.41,1100,208,18.91,141,12.82,12,Cancer Gene Census
ENSG00000141968,VAV1,vav guanine nucleotide exchange factor 1,19p13.3,protein_coding,10,1296,0.77,277,16508,1.68,1100,166,15.09,181,16.45,9,Cancer Gene Census
ENSG00000143322,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1q25.2,protein_coding,10,1296,0.77,299,16508,1.81,1100,762,69.27,15,1.36,10,Cancer Gene Census
ENSG00000143924,EML4,EMAP like 4,2p21,protein_coding,10,1296,0.77,196,16508,1.19,1100,164,14.91,113,10.27,10,Cancer Gene Census
ENSG00000147403,RPL10,ribosomal protein L10,Xq28,protein_coding,10,1296,0.77,127,16508,0.77,1100,0,0.0,0,0.0,10,Cancer Gene Census
ENSG00000157554,ERG,ETS transcription factor ERG,21q22.2,protein_coding,10,1296,0.77,217,16508,1.31,1100,227,20.64,137,12.45,10,Cancer Gene Census
ENSG00000162775,RBM15,RNA binding motif protein 15,1p13.3,protein_coding,10,1296,0.77,221,16508,1.34,1100,138,12.55,236,21.45,10,Cancer Gene Census
ENSG00000168685,IL7R,interleukin 7 receptor,5p13.2,protein_coding,10,1296,0.77,328,16508,1.99,1100,312,28.36,70,6.36,10,Cancer Gene Census
ENSG00000182944,EWSR1,EWS RNA binding protein 1,22q12.2,protein_coding,10,1296,0.77,163,16508,0.99,1100,112,10.18,406,36.91,10,Cancer Gene Census
ENSG00000184507,NUTM1,NUT midline carcinoma family member 1,15q14,protein_coding,10,1296,0.77,311,16508,1.88,1100,71,6.45,286,26.0,10,Cancer Gene Census
ENSG00000048471,SNX29,sorting nexin 29,"16p13.13, 16p13.12",protein_coding,9,1296,0.69,220,16508,1.33,1100,500,45.45,53,4.82,9,Cancer Gene Census
ENSG00000049540,ELN,elastin,7q11.23,protein_coding,9,1296,0.69,238,16508,1.44,1100,281,25.55,79,7.18,9,Cancer Gene Census
ENSG00000067560,RHOA,ras homolog family member A,3p21.31,protein_coding,9,1296,0.69,143,16508,0.87,1100,81,7.36,280,25.45,7,Cancer Gene Census
ENSG00000072062,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,19p13.12,protein_coding,9,1296,0.69,112,16508,0.68,1100,203,18.45,139,12.64,9,Cancer Gene Census
ENSG00000077150,NFKB2,nuclear factor kappa B subunit 2,10q24.32,protein_coding,9,1296,0.69,159,16508,0.96,1100,95,8.64,229,20.82,10,Cancer Gene Census
ENSG00000078061,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",Xp11.3,protein_coding,9,1296,0.69,179,16508,1.08,1100,0,0.0,0,0.0,11,Cancer Gene Census
ENSG00000083799,CYLD,CYLD lysine 63 deubiquitinase,16q12.1,protein_coding,9,1296,0.69,242,16508,1.47,1100,124,11.27,528,48.0,10,Cancer Gene Census
ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,14q23.2,protein_coding,9,1296,0.69,177,16508,1.07,1100,143,13.0,228,20.73,11,Cancer Gene Census
ENSG00000102034,ELF4,E74 like ETS transcription factor 4,Xq26.1,protein_coding,9,1296,0.69,175,16508,1.06,1100,0,0.0,0,0.0,11,Cancer Gene Census
ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,8p11.21,protein_coding,9,1296,0.69,214,16508,1.3,1100,389,35.36,184,16.73,10,Cancer Gene Census
ENSG00000104728,ARHGEF10,Rho guanine nucleotide exchange factor 10,8p23.3,protein_coding,9,1296,0.69,318,16508,1.93,1100,142,12.91,513,46.64,10,Cancer Gene Census
ENSG00000110395,CBL,Cbl proto-oncogene,11q23.3,protein_coding,9,1296,0.69,206,16508,1.25,1100,85,7.73,478,43.45,11,Cancer Gene Census
ENSG00000111087,GLI1,GLI family zinc finger 1,12q13.3,protein_coding,9,1296,0.69,328,16508,1.99,1100,173,15.73,100,9.09,11,Cancer Gene Census
ENSG00000113916,BCL6,BCL6 transcription repressor,3q27.3,protein_coding,9,1296,0.69,220,16508,1.33,1100,281,25.55,58,5.27,9,Cancer Gene Census
ENSG00000129204,USP6,ubiquitin specific peptidase 6,17p13.2,protein_coding,9,1296,0.69,348,16508,2.11,1100,71,6.45,535,48.64,9,Cancer Gene Census
ENSG00000131023,LATS1,large tumor suppressor kinase 1,6q25.1,protein_coding,9,1296,0.69,285,16508,1.73,1100,150,13.64,292,26.55,10,Cancer Gene Census
ENSG00000138592,USP8,ubiquitin specific peptidase 8,15q21.2,protein_coding,9,1296,0.69,199,16508,1.21,1100,78,7.09,262,23.82,9,Cancer Gene Census
ENSG00000142867,BCL10,BCL10 immune signaling adaptor,1p22.3,protein_coding,9,1296,0.69,69,16508,0.42,1100,128,11.64,284,25.82,9,Cancer Gene Census
ENSG00000143549,TPM3,tropomyosin 3,1q21.3,protein_coding,9,1296,0.69,116,16508,0.7,1100,753,68.45,12,1.09,9,Cancer Gene Census
ENSG00000148584,A1CF,APOBEC1 complementation factor,10q11.23,protein_coding,9,1296,0.69,262,16508,1.59,1100,116,10.55,140,12.73,9,Cancer Gene Census
ENSG00000151348,EXT2,exostosin glycosyltransferase 2,11p11.2,protein_coding,9,1296,0.69,158,16508,0.96,1100,178,16.18,143,13.0,9,Cancer Gene Census
ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",7q34,protein_coding,9,1296,0.69,964,16508,5.84,1100,269,24.45,116,10.55,9,Cancer Gene Census
ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,5q35.2,protein_coding,9,1296,0.69,236,16508,1.43,1100,237,21.55,140,12.73,9,Cancer Gene Census
ENSG00000160957,RECQL4,RecQ like helicase 4,8q24.3,protein_coding,9,1296,0.69,202,16508,1.22,1100,117,10.64,14,1.27,9,Cancer Gene Census
ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,1p13.1,protein_coding,9,1296,0.69,194,16508,1.18,1100,164,14.91,222,20.18,9,Cancer Gene Census
ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,3p24.1,protein_coding,9,1296,0.69,252,16508,1.53,1100,135,12.27,171,15.55,9,Cancer Gene Census
ENSG00000163518,FCRL4,Fc receptor like 4,1q23.1,protein_coding,9,1296,0.69,225,16508,1.36,1100,744,67.64,15,1.36,10,Cancer Gene Census
ENSG00000165409,TSHR,thyroid stimulating hormone receptor,14q31.1,protein_coding,9,1296,0.69,244,16508,1.48,1100,122,11.09,265,24.09,9,Cancer Gene Census
ENSG00000165699,TSC1,TSC complex subunit 1,9q34.13,protein_coding,9,1296,0.69,273,16508,1.65,1100,136,12.36,203,18.45,9,Cancer Gene Census
ENSG00000168646,AXIN2,axin 2,17q24.1,protein_coding,9,1296,0.69,250,16508,1.51,1100,383,34.82,119,10.82,10,Cancer Gene Census
ENSG00000170759,KIF5B,kinesin family member 5B,10p11.22,protein_coding,9,1296,0.69,181,16508,1.1,1100,223,20.27,117,10.64,9,Cancer Gene Census
ENSG00000176571,CNBD1,cyclic nucleotide binding domain containing 1,8q21.3,protein_coding,9,1296,0.69,245,16508,1.48,1100,588,53.45,34,3.09,9,Cancer Gene Census
ENSG00000179094,PER1,period circadian regulator 1,17p13.1,protein_coding,9,1296,0.69,243,16508,1.47,1100,52,4.73,558,50.73,14,Cancer Gene Census
ENSG00000182511,FES,"FES proto-oncogene, tyrosine kinase",15q26.1,protein_coding,9,1296,0.69,163,16508,0.99,1100,151,13.73,197,17.91,9,Cancer Gene Census
ENSG00000010671,BTK,Bruton tyrosine kinase,Xq22.1,protein_coding,8,1296,0.62,243,16508,1.47,1100,0,0.0,0,0.0,8,Cancer Gene Census
ENSG00000029725,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",17p13.2,protein_coding,8,1296,0.62,149,16508,0.9,1100,67,6.09,540,49.09,8,Cancer Gene Census
ENSG00000073282,TP63,tumor protein p63,3q28,protein_coding,8,1296,0.62,402,16508,2.44,1100,282,25.64,57,5.18,8,Cancer Gene Census
ENSG00000076242,MLH1,mutL homolog 1,3p22.2,protein_coding,8,1296,0.62,200,16508,1.21,1100,116,10.55,204,18.55,9,Cancer Gene Census
ENSG00000109685,NSD2,nuclear receptor binding SET domain protein 2,4p16.3,protein_coding,8,1296,0.62,389,16508,2.36,1100,92,8.36,279,25.36,8,Cancer Gene Census
